timestamp,odom_x,odom_y,lidar_x,lidar_y,kf_x,kf_y,opti_tb2_x,opti_tb2_y,opti_tb1_x,opti_tb1_y
1772618088,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618088,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618088,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618088,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.41,0.006,0.0,0.0
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.42836302518844604,-0.004800586961209774,0.057063307613134384,-0.001962521579116583
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.428413987159729,-0.00478626461699605,0.05694006383419037,-0.002208445221185684
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283439517021179,-0.00479342695325613,0.057060807943344116,-0.0019644740968942642
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.42836305499076843,-0.004717469681054354,0.05709398537874222,-0.002026590518653393
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283706247806549,-0.004782692529261112,0.05706439167261124,-0.001969480887055397
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.42841479182243347,-0.004792905878275633,0.056942474097013474,-0.0022035781294107437
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283403158187866,-0.004804806783795357,0.05706294998526573,-0.001956075429916382
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.42837008833885193,-0.004723521880805492,0.05708678439259529,-0.0020351968705654144
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283713102340698,-0.004779372829943895,0.057061757892370224,-0.001953280530869961
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4284135401248932,-0.004789444617927074,0.056903354823589325,-0.0022300388664007187
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283406436443329,-0.004797808825969696,0.05706799030303955,-0.0019601229578256607
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283756613731384,-0.004737122915685177,0.056980665773153305,-0.0022494886070489883
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283730983734131,-0.0048055448569357395,0.057069700211286545,-0.001966860145330429
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4284270405769348,-0.004802937153726816,0.05694693326950073,-0.0022084414958953857
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283442497253418,-0.0048009296879172325,0.05706683173775673,-0.0019688131287693977
1772618089,0.41,0.006,0.0,0.0,0.41,0.006,0.4283755421638489,-0.004734086338430643,0.05697125941514969,-0.002224331721663475
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283755421638489,-0.004797233268618584,0.05706626921892166,-0.001967029646039009
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42841294407844543,-0.004777024500072002,0.05694229155778885,-0.0022185975685715675
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42834141850471497,-0.00479631032794714,0.057064563035964966,-0.0019637439399957657
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283646047115326,-0.0047252909280359745,0.05709955841302872,-0.00203053280711174
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283704161643982,-0.00477310037240386,0.057057105004787445,-0.00196058489382267
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42841681838035583,-0.004791283048689365,0.056911058723926544,-0.0022163772955536842
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42834118008613586,-0.004798305686563253,0.05706622824072838,-0.0019504474475979805
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42837488651275635,-0.004726237151771784,0.05709759145975113,-0.0020324289798736572
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283602237701416,-0.004790687467902899,0.05705798417329788,-0.0019644410349428654
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4284215569496155,-0.004783957730978727,0.05691413953900337,-0.0022099660709500313
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283376634120941,-0.004804322496056557,0.057069480419158936,-0.001952416729182005
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283740520477295,-0.004733870271593332,0.057101987302303314,-0.0020325416699051857
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283653497695923,-0.0048033129423856735,0.05706809461116791,-0.0019646678119897842
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42841076850891113,-0.0047861686907708645,0.0569244921207428,-0.002216602675616741
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283334016799927,-0.004796273075044155,0.05706198513507843,-0.0019469591788947582
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283767640590668,-0.004727677442133427,0.05709831416606903,-0.002044214867055416
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.4283595681190491,-0.00480339489877224,0.05707402527332306,-0.001962533686310053
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42842769622802734,-0.004801678005605936,0.05693483725190163,-0.0022018328309059143
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42834100127220154,-0.004798803012818098,0.05707257613539696,-0.001968400552868843
1772618090,0.41,0.006,0.0,0.0,0.41,0.006,0.42836982011795044,-0.004733096342533827,0.05705264210700989,-0.0020413161255419254
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.4283600449562073,-0.004802823066711426,0.0570756271481514,-0.0019730059430003166
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.4284200072288513,-0.004781798459589481,0.05695674568414688,-0.0022185174748301506
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.42834433913230896,-0.004793149419128895,0.05706842988729477,-0.0019528740085661411
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.4283774793148041,-0.004718034528195858,0.05704557150602341,-0.0020294925197958946
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.42835739254951477,-0.00479606119915843,0.057073891162872314,-0.001962573267519474
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.42842334508895874,-0.004784942604601383,0.056958746165037155,-0.0022177360951900482
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.42834821343421936,-0.004795767832547426,0.05707341432571411,-0.00196283683180809
1772618091,0.41,0.006,0.0,0.0,0.41,0.006,0.4283756911754608,-0.004729083273559809,0.05704979971051216,-0.002024188172072172
