sec,nanosec,odom_x,odom_y,lidar_x,lidar_y,kf_x,kf_y,opti_tb2_x,opti_tb2_y,opti_tb1_x,opti_tb1_y
1772619143,648849894,0.41,0.006,0.0,0.0,0.41,0.006,0.43046945333480835,-0.03340189903974533,0.027252638712525368,-0.051556214690208435
1772619143,698831100,0.41,0.006,0.0,0.0,0.41,0.006,0.43049949407577515,-0.03340114653110504,0.027351101860404015,-0.05158000439405441
1772619143,748808049,0.41,0.006,0.0,0.0,0.41,0.006,0.43052124977111816,-0.033381879329681396,0.027327291667461395,-0.05158885195851326
1772619143,798790193,0.41,0.006,0.0,0.0,0.41,0.006,0.4304824471473694,-0.03340917080640793,0.02732807584106922,-0.051587335765361786
1772619143,848802877,0.41,0.006,0.0,0.0,0.41,0.006,0.43047603964805603,-0.033395711332559586,0.02731001190841198,-0.0515909343957901
1772619143,898775218,0.41,0.006,0.0,0.0,0.41,0.006,0.4304916560649872,-0.03340630978345871,0.027347926050424576,-0.0515916645526886
1772619143,948784090,0.41,0.006,0.0,0.0,0.41,0.006,0.43051877617836,-0.0333765409886837,0.027332616969943047,-0.05159085988998413
1772619143,998808625,0.41,0.006,0.0,0.0,0.41,0.006,0.43048983812332153,-0.03342176228761673,0.027328915894031525,-0.05159789323806763
1772619144,48764510,0.41,0.006,0.0,0.0,0.41,0.006,0.4304923415184021,-0.03342907130718231,0.027351131662726402,-0.05159146338701248
1772619144,98858564,0.41,0.006,0.0,0.0,0.41,0.006,0.43050652742385864,-0.033399417996406555,0.02732977084815502,-0.051586300134658813
1772619144,148805593,0.41,0.006,0.0,0.0,0.41,0.006,0.4305118918418884,-0.03338233381509781,0.027326928451657295,-0.05160108953714371
1772619144,198802817,0.41,0.006,0.0,0.0,0.41,0.006,0.43048712611198425,-0.03341225907206535,0.027335386723279953,-0.05159759521484375
1772619144,248854039,0.41,0.006,0.0,0.0,0.41,0.006,0.4304886758327484,-0.03340527042746544,0.027338458225131035,-0.05159468948841095
1772619144,298793647,0.41,0.006,0.0,0.0,0.41,0.006,0.430498331785202,-0.03341659903526306,0.027335070073604584,-0.05157750844955444
1772619144,348793602,0.41,0.006,0.0,0.0,0.41,0.006,0.4305060803890228,-0.03335525840520859,0.027330446988344193,-0.05157940462231636
1772619144,398848313,0.41,0.006,0.0,0.0,0.41,0.006,0.4304806888103485,-0.033415038138628006,0.027327992022037506,-0.051589351147413254
1772619144,448697046,0.41,0.006,0.0,0.0,0.41,0.006,0.43047741055488586,-0.03340031951665878,0.027352502569556236,-0.05158025026321411
1772619144,498811268,0.41,0.006,0.0,0.0,0.41,0.006,0.43049341440200806,-0.03339601680636406,0.027335213497281075,-0.05158233642578125
1772619144,548801414,0.41,0.006,0.0,0.0,0.41,0.006,0.4305056631565094,-0.033377375453710556,0.027347158640623093,-0.05158945173025131
1772619144,598843241,0.41,0.006,0.0,0.0,0.41,0.006,0.43074777722358704,-0.03336228430271149,0.02733452618122101,-0.05159563571214676
1772619144,648779787,0.41,0.006,0.0,0.0,0.41,0.006,0.43047305941581726,-0.03339450806379318,0.027335848659276962,-0.05158551037311554
1772619144,698782791,0.41,0.006,0.0,0.0,0.41,0.006,0.43049824237823486,-0.03340619429945946,0.02732055075466633,-0.0515916533768177
1772619144,748809031,0.41,0.006,0.0,0.0,0.41,0.006,0.43050044775009155,-0.03338402509689331,0.027340909466147423,-0.05158805102109909
1772619144,798758174,0.41,0.006,0.0,0.0,0.41,0.006,0.4304865598678589,-0.033413536846637726,0.027336206287145615,-0.05158825218677521
1772619144,848765405,0.41,0.006,0.0,0.0,0.41,0.006,0.4304942488670349,-0.0333930142223835,0.027342943474650383,-0.05158456414937973
1772619144,898779321,0.41,0.006,0.0,0.0,0.41,0.006,0.4305124878883362,-0.033402588218450546,0.02735007554292679,-0.05158867686986923
1772619144,948790214,0.41,0.006,0.0,0.0,0.41,0.006,0.43051666021347046,-0.033368032425642014,0.027357447892427444,-0.0515722893178463
1772619144,998806464,0.41,0.006,0.0,0.0,0.41,0.006,0.4304887354373932,-0.03342582285404205,0.027318796142935753,-0.05160320922732353
1772619145,48775714,0.41,0.006,0.0,0.0,0.41,0.006,0.4304810166358948,-0.0334097221493721,0.027329524978995323,-0.05159001797437668
1772619145,98809326,0.41,0.006,0.0,0.0,0.41,0.006,0.430505633354187,-0.03339829295873642,0.02734239771962166,-0.05157984793186188
1772619145,148844404,0.41,0.006,0.0,0.0,0.41,0.006,0.43050849437713623,-0.03338783606886864,0.027339138090610504,-0.05159078538417816
1772619145,198808326,0.41,0.006,0.0,0.0,0.41,0.006,0.43047603964805603,-0.033422958105802536,0.027336103841662407,-0.0515904575586319
1772619145,248761000,0.41,0.006,0.0,0.0,0.41,0.006,0.43048378825187683,-0.03341173008084297,0.027347855269908905,-0.05159023404121399
1772619145,298806351,0.41,0.006,0.0,0.0,0.41,0.006,0.4304986596107483,-0.033369991928339005,0.02732819877564907,-0.05158890038728714
1772619145,348758938,0.41,0.006,0.0,0.0,0.41,0.006,0.4305046796798706,-0.033378250896930695,0.02733146771788597,-0.05159096047282219
1772619145,398857940,0.41,0.006,0.0,0.0,0.41,0.006,0.4304673969745636,-0.03342178836464882,0.027341067790985107,-0.05159271880984306
1772619145,448790066,0.41,0.006,0.0,0.0,0.41,0.006,0.43047255277633667,-0.03340091556310654,0.02731946110725403,-0.05159023031592369
1772619145,498819690,0.41,0.006,0.0,0.0,0.41,0.006,0.43051016330718994,-0.033383939415216446,0.027309954166412354,-0.051585569977760315
1772619145,548784447,0.41,0.006,0.0,0.0,0.41,0.006,0.4305137097835541,-0.033377088606357574,0.02733357436954975,-0.05159322917461395
