timestamp,kf_x,kf_y,ekf_raw_x,ekf_raw_y,gt_x,gt_y,gt_tb1_x,gt_tb1_y
1773416739.203016,-0.36082846415241104,1.0615704322799844,-0.33928468832405123,1.0618361434529473,-0.3623408377170563,0.9701910614967346,0.10609791427850723,0.9415645599365234
1773416739.4501576,-0.37946018573800705,1.0614266628312994,-0.33928468832405123,1.0618361434529473,-0.3622216582298279,0.9702110886573792,0.10609540343284607,0.941560685634613
1773416739.652704,-0.3952939807971227,1.0613342788940003,-0.33928468832405123,1.0618361434529473,-0.36222678422927856,0.9702109694480896,0.10610160231590271,0.9415591359138489
1773416739.8406425,-0.40835188656799315,1.061239992195374,-0.33928468832405123,1.0618361434529473,-0.3622293472290039,0.9702683687210083,0.10609332472085953,0.94156414270401
1773416741.2792017,-0.42063000605555056,1.0611380146019576,-0.33928468832405123,1.0618361434529473,-0.36219164729118347,0.9702802300453186,0.10609395056962967,0.9415658116340637
1773416741.4362304,-0.43190566180746376,1.061121207816796,-0.33928468832405123,1.0618361434529473,-0.36230143904685974,0.970217227935791,0.10609237849712372,0.9415646195411682
1773416741.7252548,-0.43960545429080805,1.060935615238593,-0.33928468832405123,1.0618361434529473,-0.36237832903862,0.9701981544494629,0.10609334707260132,0.941556990146637
1773416741.9488485,-0.4478689347120315,1.0608863431026168,-0.33928468832405123,1.0618361434529473,-0.36237168312072754,0.9702733755111694,0.10610739141702652,0.9415720701217651
1773416742.129001,-0.45407570046884616,1.0607546589214258,-0.33928468832405123,1.0618361434529473,-0.36236661672592163,0.9702034592628479,0.10609480738639832,0.9415637254714966
1773416742.4223347,-0.46066238843915147,1.0607197646919326,-0.33928468832405123,1.0618361434529473,-0.36232027411460876,0.970214307308197,0.10609593242406845,0.9415609240531921
1773416742.5367615,-0.466706748256583,1.0607045600659766,-0.33928468832405123,1.0618361434529473,-0.36238133907318115,0.970206081867218,0.1060979813337326,0.9415637850761414
1773416742.7354717,-0.4710811364620128,1.0606024330952346,-0.33928468832405123,1.0618361434529473,-0.362385094165802,0.9702024459838867,0.10609368979930878,0.9415680766105652
1773416742.934155,-0.47587959308309546,1.0605797471870193,-0.33928468832405123,1.0618361434529473,-0.36237633228302,0.9702084064483643,0.10609547048807144,0.9415624141693115
1773416743.129891,-0.48150652586132825,1.060665321038969,-0.33928468832405123,1.0618361434529473,-0.36238086223602295,0.9702125191688538,0.10610068589448929,0.9415574669837952
1773416743.3405619,-0.48434088464936154,1.0605521353315683,-0.33928468832405123,1.0618361434529473,-0.3624941110610962,0.97026526927948,0.10609670728445053,0.9415543079376221
1773416743.730631,-0.48846061281770525,1.0605633728133914,-0.33928468832405123,1.0618361434529473,-0.36238160729408264,0.9702049493789673,0.10610347986221313,0.9415567517280579
1773416743.9325764,-0.4920052871090957,1.0605506688945605,-0.33928468832405123,1.0618361434529473,-0.3623684346675873,0.9702074527740479,0.1060991883277893,0.9415656924247742
1773416744.1339397,-0.49551885304532295,1.0605605731431396,-0.33928468832405123,1.0618361434529473,-0.36237531900405884,0.9702121615409851,0.10610000789165497,0.9415605664253235
1773416744.333678,-0.49869074047445844,1.0605626778806376,-0.33928468832405123,1.0618361434529473,-0.3623772859573364,0.9702103734016418,0.10609771311283112,0.941558837890625
1773416744.5380726,-0.5013435617816406,1.0605383854953412,-0.33928468832405123,1.0618361434529473,-0.3623650372028351,0.9702066779136658,0.10609586536884308,0.9415585398674011
1773416744.9427676,-0.5042655335139001,1.0605491156886229,-0.33928468832405123,1.0618361434529473,-0.3623831570148468,0.9702051281929016,0.10610111057758331,0.9415619969367981
1773416745.1488454,-0.5071159741317481,1.0605651267180374,-0.33928468832405123,1.0618361434529473,-0.36238452792167664,0.9702043533325195,0.10610232502222061,0.9415615797042847
1773416745.5412009,-0.5094269681410099,1.0605474333911606,-0.33928468832405123,1.0618361434529473,-0.36238303780555725,0.9702081680297852,0.10610205680131912,0.9415583610534668
1773416745.975265,-0.511526821485475,1.0605217927174766,-0.33928468832405123,1.0618361434529473,-0.36222195625305176,0.9703140258789062,0.10609665513038635,0.9415633082389832
1773416746.1458223,-0.5144089605139348,1.0605787477418291,-0.33928468832405123,1.0618361434529473,-0.3623831272125244,0.9702029228210449,0.10609541833400726,0.9415678381919861
1773416746.3493946,-0.5170498783097033,1.0606260999530686,-0.33928468832405123,1.0618361434529473,-0.3623785078525543,0.9702067375183105,0.10609297454357147,0.9415600895881653
1773416746.5469632,-0.5188974367564471,1.0606165333824404,-0.33928468832405123,1.0618361434529473,-0.36237481236457825,0.9702092409133911,0.10609298944473267,0.9415633678436279
1773416746.7428584,-0.5212814738267052,1.0606712936582232,-0.33928468832405123,1.0618361434529473,-0.36232319474220276,0.9697287082672119,0.10612567514181137,0.9414799213409424
1773416747.545524,-0.5220596079144361,1.0403607453559722,-0.3386376216812139,1.041825830349779,-0.3613685369491577,0.9458944201469421,0.10608597099781036,0.934319257736206
