timestamp,kf_x,kf_y,ekf_raw_x,ekf_raw_y,gt_x,gt_y,gt_obs_x,gt_obs_y
1774267393.752873,-0.30845428944108866,-0.9900516715685808,-0.3072752039959932,-0.9932669274167557,-0.30725419521331787,-0.9931292533874512,0.32879340648651123,-0.9676228761672974
1774267393.9523818,-0.30846691532839576,-0.9901281770930523,-0.3072752039959932,-0.9932669274167557,-0.3072584271430969,-0.9931306838989258,0.3287928104400635,-0.9676225781440735
1774267394.094107,-0.3084646237424221,-0.9901981161882061,-0.3072752039959932,-0.9932669274167557,-0.3071744441986084,-0.993121862411499,0.3287907540798187,-0.9676206111907959
1774267394.297597,-0.30830092474543436,-0.9898758983616328,-0.3072752039959932,-0.9932669274167557,-0.3071766793727875,-0.9931222796440125,0.3287964165210724,-0.9676119089126587
1774267394.6389127,-0.30824638173084096,-0.9896457505010414,-0.3072738594159348,-0.9932473329550333,-0.30726543068885803,-0.9931343197822571,0.328797847032547,-0.9676239490509033
1774267394.697637,-0.30825343407448413,-0.9895040733410909,-0.3072746321989404,-0.9932585871441021,-0.3071715533733368,-0.9931297898292542,0.3288044333457947,-0.9676254987716675
1774267394.9013672,-0.30826608800383737,-0.9893589111737568,-0.3072746321992263,-0.9932585871482656,-0.30722373723983765,-0.9931264519691467,0.32879048585891724,-0.9676178693771362
1774267395.501436,-0.3079935044488689,-0.9886747558322564,-0.3072746321992263,-0.9932585871482656,-0.3071955144405365,-0.9931137561798096,0.32880017161369324,-0.9676274657249451
1774267395.902573,-0.30788960023139555,-0.9882877730340052,-0.3072734150680892,-0.9932408569861093,-0.3071814179420471,-0.9931079745292664,0.3287976086139679,-0.967617928981781
1774267396.1048596,-0.307659029344364,-0.9876763485435106,-0.30727395267149016,-0.9932486922058699,-0.3071660101413727,-0.9931097626686096,0.3288022577762604,-0.9676119089126587
1774267396.5078464,-0.3076015402197775,-0.9873977571714239,-0.30727395267149016,-0.9932486922058699,-0.30717310309410095,-0.9931146502494812,0.32878953218460083,-0.9676232933998108
1774267396.709952,-0.30756164319470597,-0.9872906984949391,-0.30727395267149016,-0.9932486922058699,-0.3071894645690918,-0.9931182861328125,0.3287867307662964,-0.967627763748169
