ts,leg_x,leg_y,db_x,db_y,odom_x,odom_y,gt_x,gt_y,gt_obs_x,gt_obs_y
1773915940.0018628,0.8298692348358911,-1.7229025237274034,0.8523041895914142,-1.6916725414182041,0.8252499819654828,-1.7322994375064118,-0.13781535625457764,-1.3907434940338135,-0.5327306985855103,-1.375274658203125
1773915940.2516727,0.8339981884208568,-1.7144462892639813,0.8523296845775038,-1.6916336678226545,0.8252499819654828,-1.7322994375064118,-0.13780617713928223,-1.3907495737075806,-0.532707691192627,-1.375260829925537
1773915940.4188123,0.8377462429070356,-1.7069798035541113,0.8523045224013982,-1.691688068928827,0.825261840632027,-1.7323001137355838,-0.13781091570854187,-1.390753149986267,-0.5327076315879822,-1.3752613067626953
1773915940.5348725,0.8410196305353976,-1.700380457510486,0.852165212011382,-1.6918046513807679,0.8252067644933286,-1.7322969733128921,-0.13780879974365234,-1.3907586336135864,-0.5327182412147522,-1.3752654790878296
1773915940.6672442,0.8440444119208377,-1.6943744452682823,0.8521401239842309,-1.6918714304070626,0.8252270301892293,-1.7322981288084103,-0.13781392574310303,-1.3907601833343506,-0.5327086448669434,-1.375261664390564
1773915940.8698626,0.8469125321635237,-1.6886641533012665,0.8521253138150808,-1.6919217826365955,0.8252460937267997,-1.7322992157241157,-0.1378110647201538,-1.390751838684082,-0.5327038168907166,-1.375256896018982
1773915941.066128,0.8495561812164205,-1.6833531480305544,0.8521032570695086,-1.691953999771164,0.8252460937267997,-1.7322992157241157,-0.13780714571475983,-1.3907500505447388,-0.5327150225639343,-1.3752532005310059
1773915941.2641094,0.8520143027476138,-1.6783758203195276,0.8521023861871134,-1.6919552883553686,0.8252460937267997,-1.7322992157241157,-0.13781073689460754,-1.390752911567688,-0.5327157974243164,-1.3752570152282715
1773915941.4667578,0.8543062638478865,-1.6737149279589967,0.8521127174034835,-1.6919398972859558,0.8252460937267997,-1.7322992157241157,-0.1378067135810852,-1.390758752822876,-0.532701313495636,-1.375261902809143
1773915941.6716483,0.8564437362326629,-1.6694641124461476,0.852079108451255,-1.6920004693742305,0.8252540290202739,-1.732299668238475,-0.1378043293952942,-1.3907606601715088,-0.5327078104019165,-1.3752634525299072
1773915941.8726244,0.8584361223641899,-1.6654460679331977,0.8520527363937183,-1.6920266920338922,0.8252459168471663,-1.7322992058385809,-0.1378045529127121,-1.3907486200332642,-0.5326989889144897,-1.375261902809143
1773915942.0696788,0.8603072836566329,-1.6617228706381657,0.8520132579049596,-1.69208361693378,0.8252459064837735,-1.732299205247863,-0.13780689239501953,-1.3907471895217896,-0.5327133536338806,-1.3752630949020386
1773915942.268968,0.8620745950989159,-1.6580779294044041,0.85204797703881,-1.6920311673022754,0.8252459064837735,-1.732299205247863,-0.1378072202205658,-1.390750765800476,-0.5327147245407104,-1.3752648830413818
1773915942.4717731,0.8637273687098683,-1.6547894603545188,0.852012049227607,-1.692083095134851,0.8252459064837735,-1.732299205247863,-0.13781553506851196,-1.3907601833343506,-0.5327103137969971,-1.375268816947937
