timestamp,tb1_gt_x,tb1_gt_y,tb2_kf_x,tb2_kf_y,tb2_gt_x,tb2_gt_y,tb3_kf_x,tb3_kf_y,tb3_gt_x,tb3_gt_y
1776695682.8906193,0.9715165495872498,-1.1713364124298096,0.326332098108815,-0.9957626159163043,0.2926676571369171,-0.9498540163040161,1.0806639194388699,-0.18040852249013212,1.0806446075439453,-0.18111637234687805
1776695683.0913837,0.9715109467506409,-1.1713329553604126,0.3263320978008158,-0.9957626163188773,0.2926709055900574,-0.9498572945594788,1.0806556704634478,-0.18038460005654453,1.0806413888931274,-0.18110747635364532
1776695683.2929986,0.9715113639831543,-1.171333909034729,0.2539045515776598,-1.0389322168351687,0.2926638424396515,-0.949847936630249,1.0806639191778706,-0.18040852258012974,1.080644130706787,-0.1811051070690155
1776695683.4926145,0.9715087413787842,-1.171335220336914,0.2539045517976473,-1.0389322165476076,0.2926577031612396,-0.9498502612113953,1.0806639192063952,-0.18040852257029397,1.0806368589401245,-0.18111129105091095
1776695683.7038465,0.9715023040771484,-1.171343207359314,0.2539045517719743,-1.0389322165811505,0.29267358779907227,-0.9498531222343445,1.080663919417476,-0.1804085224975076,1.080676555633545,-0.1804446130990982
1776695683.893215,0.9715080857276917,-1.1713365316390991,0.2539045517316451,-1.0389322166338715,0.29265910387039185,-0.9498418569564819,1.08065567020958,-0.18038460014408417,1.0806376934051514,-0.18111489713191986
1776695684.1059406,0.9715135097503662,-1.1713377237319946,0.2539045517316451,-1.0389322166338715,0.29267972707748413,-0.9498533010482788,1.1118084026764827,-0.19527816397358433,1.0806716680526733,-0.18040697276592255
1776695684.301817,0.9715087413787842,-1.1713355779647827,0.32027081261714574,-1.0000955320393636,0.2926780581474304,-0.9498624205589294,1.1118001533872923,-0.19525424164819427,1.0806443691253662,-0.1810956746339798
1776695684.5017052,0.9715108871459961,-1.1713310480117798,0.3051669104523998,-0.987212403823141,0.29254984855651855,-0.9497352838516235,1.0681753968374954,-0.16268532884846243,1.0806483030319214,-0.18111802637577057
1776695684.7082906,0.9715083241462708,-1.1713354587554932,0.3051669103057376,-0.9872124040148456,0.29255175590515137,-0.9497201442718506,1.0681753969772652,-0.16268532880026584,1.080672025680542,-0.1804124116897583
1776695684.8996987,0.9715083241462708,-1.1713345050811768,0.30516691016276015,-0.9872124042017714,0.29267752170562744,-0.9498568773269653,1.0681753972482473,-0.1626853287068238,1.0806729793548584,-0.18048417568206787
1776695685.0997376,0.971510112285614,-1.1713378429412842,0.2667300303776663,-1.006390625761993,0.2926773428916931,-0.9498507976531982,1.0681753974621808,-0.1626853286330544,1.080657720565796,-0.1804717630147934
1776695685.3065093,0.9714987277984619,-1.1713310480117798,0.2667300303776663,-1.006390625761993,0.29268017411231995,-0.9498504400253296,1.0681753974907053,-0.16268532862321836,1.0806467533111572,-0.18048302829265594
1776695685.500995,0.9715090394020081,-1.1713422536849976,0.2779720386286163,-0.9352807281719413,0.2925473153591156,-0.9497227072715759,1.0681753974907053,-0.16268532862321836,1.0806350708007812,-0.18047286570072174
1776695685.7061884,0.9715144038200378,-1.1713356971740723,0.2796657433121535,-0.9385121483495344,0.29267531633377075,-0.9498533606529236,1.068183646448632,-0.16270925106283926,1.0806342363357544,-0.18108999729156494
1776695685.8998902,0.9715113639831543,-1.1713405847549438,0.2796657432791528,-0.9385121483926666,0.29267755150794983,-0.9498530030250549,1.0681753977331638,-0.16268532853961476,1.0806472301483154,-0.18109610676765442
1776695686.1019325,0.9715097546577454,-1.1713370084762573,0.2796657432791528,-0.9385121483926666,0.2926613986492157,-0.9498571157455444,1.0681753977331638,-0.16268532853961476,1.080639123916626,-0.18110798299312592
1776695686.304778,0.9715027809143066,-1.1713346242904663,0.27968584398663543,-0.938527526959584,0.292678564786911,-0.9498598575592041,1.0681836465427632,-0.16270925103038186,1.080640196800232,-0.18110504746437073
1776695686.5037622,0.9715085029602051,-1.1713316440582275,0.33290487490004433,-0.9656331882452314,0.29267778992652893,-0.9498593807220459,1.0681836465170909,-0.16270925103923362,1.0806387662887573,-0.18110400438308716
1776695686.7069528,0.9715017080307007,-1.1713286638259888,0.33290487490004433,-0.9656331882452314,0.29255184531211853,-0.9497338533401489,1.068183646129155,-0.16270925117299348,1.0806450843811035,-0.18110792338848114
1776695686.9046414,0.971510112285614,-1.1713427305221558,0.29990730079062006,-0.9935514127074928,0.29264727234840393,-0.9498414397239685,1.0967924518114525,-0.24273338713389245,1.0806342363357544,-0.18110963702201843
