timestamp,robot_id,x,y,v_cmd,w_cmd
1778154700.7730956,tb3,0.43928880604905807,-1.9281115652935636,0.14590013429385684,-1.5
1778154700.7741716,tb7,0.7347192261415394,-1.5931057081553381,0.13554967689272512,-1.5
1778154700.798771,tb2,-1.3595260412425223,-2.0131522346592146,0.09448381714673078,-1.5
1778154700.7989864,tb1,-0.7412262271782435,-2.013414176674707,0.09191085923817437,-1.5
1778154700.8230577,tb3,0.4391903708670731,-1.9277934025662058,0.15719174184981322,-1.5
1778154700.8240566,tb7,0.7345590153897331,-1.5928692923129417,0.14718809008583902,-1.5
1778154700.8487353,tb2,-1.3595319628628515,-2.013156724620655,0.09408968259307471,-1.5
1778154700.8488498,tb1,-0.7412249753241814,-2.0134219111590017,0.09246410267909917,-1.5
1778154700.872912,tb3,0.4382808183923986,-1.924281082021837,0.18,-1.4540019423147061
1778154700.8740678,tb7,0.7326894411023372,-1.5898183285116068,0.17447871422075054,-1.5
1778154700.8989391,tb1,-0.7414281572020969,-2.011449973941897,0.10667017072565137,-1.5
1778154700.8989055,tb2,-1.3578193487603427,-2.012016874349607,0.10984690746422687,-1.5
1778154700.9229095,tb3,0.43718339450724136,-1.9182785234158886,0.18,-1.2290883720122021
1778154700.924156,tb7,0.7299064790065798,-1.5844246358083,0.18,-1.2995535535745442
1778154700.9486818,tb2,-1.353472589028007,-2.0095120858018953,0.13034253609382698,-1.5
1778154700.9489634,tb1,-0.741620841839278,-2.00649505720904,0.12433669293864726,-1.5
1778154700.9730651,tb3,0.43718339450724136,-1.9182785234158886,0.18,-1.2054679033036235
1778154700.9742146,tb7,0.7299064790065798,-1.5844246358083,0.18,-1.2593219221276377
1778154700.9987967,tb2,-1.3476881943053713,-2.006723370606558,0.15495382336744432,-1.5
1778154700.9989424,tb1,-0.7414042649386742,-2.0002512850190524,0.14464816956528045,-1.5
1778154701.0231647,tb3,0.4362223609113893,-1.90985008671863,0.18,-1.0351884502842645
1778154701.024229,tb7,0.726560073231424,-1.5766429336916064,0.18,-1.070714701908395
1778154701.0486226,tb2,-1.3408143233356677,-2.0041540945105005,0.18,-1.4575696181474957
1778154701.0487723,tb1,-0.7405091825272629,-1.9932614307605272,0.16833186404767597,-1.4999999999999998
1778154701.073038,tb3,0.43586403549457964,-1.900686123722293,0.18,-0.8817949496836602
1778154701.0744278,tb7,0.7235982012401839,-1.5679433606911233,0.18,-0.9048573876230386
1778154701.0987406,tb2,-1.333970054183876,-2.002362862220262,0.18,-1.2077621812512755
1778154701.0988774,tb1,-0.7389451376079368,-1.9866328115249348,0.18,-1.3723479714868596
1778154701.1231227,tb3,0.4360644991111247,-1.8923654340125742,0.18,-0.7344628822213942
1778154701.1245966,tb7,0.7214369251971335,-1.5598886532173044,0.18,-0.7476001068274085
1778154701.1486845,tb2,-1.327310998476077,-2.000624107920041,0.18,-0.9852019902747977
1778154701.1488712,tb1,-0.7374207526217099,-1.9801926460360215,0.18,-1.1633561204145055
1778154701.1731594,tb3,0.4362615043986216,-1.8841875448690986,0.18,-0.5936123103238711
