timestamp,robot_id,x,y,v_cmd,w_cmd
1777020367.848962,tb1,-0.5102378986067643,1.179097518580688,0.18,-0.7792500712584121
1777020367.8519459,tb2,1.1559061928841146,0.08652007635506456,0.05793601624736088,1.5
1777020367.8553298,tb3,0.1491856929765283,1.3983095641692784,0.18,0.9910942076721421
1777020367.8990152,tb1,-0.5101711712249867,1.178994238614602,0.18,-0.7598120573568182
1777020367.9019485,tb2,1.155918713038508,0.0865170933600317,0.05922716741998736,1.5
1777020367.9052248,tb3,0.149188607894581,1.398321147930005,0.18,0.9780803958599013
1777020367.9489543,tb1,-0.5088362171993839,1.176819273929245,0.18,-0.6773786763605313
1777020367.9519484,tb2,1.1546551137749552,0.08671765099914504,0.07196498824092754,1.5
1777020367.9552402,tb3,0.1488984113946411,1.396875026019003,0.18,0.8576333549539216
1777020367.998864,tb1,-0.5063659862120455,1.1724512367460864,0.18,-0.6036344060687361
1777020368.0018852,tb2,1.152160032380358,0.08695263656356617,0.08648312698883825,1.5
1777020368.0052035,tb3,0.14827596604076196,1.3928940309333449,0.18000000000000002,0.7498247219170638
1777020368.0489788,tb1,-0.5029042564856423,1.1658275682065764,0.18,-0.5402622337105545
1777020368.0522046,tb2,1.1489747828758563,0.08701053115556745,0.10233081945179956,1.5
1777020368.0552304,tb3,0.14753442711756307,1.3863602260402401,0.18,0.6615718684090581
1777020368.0990584,tb1,-0.4990568435808936,1.1577993064532133,0.18,-0.4853353533980423
1777020368.101998,tb2,1.1450423393693812,0.08673215654571198,0.11991140496752202,1.5
1777020368.1052392,tb3,0.14694451107485024,1.3780350660944765,0.18,0.5877267718845944
1777020368.148803,tb1,-0.4957881273240047,1.1503808454188664,0.18,-0.4330757898535619
1777020368.1517942,tb2,1.1413266361500871,0.08572146223573725,0.13989836095130964,1.5
1777020368.1550832,tb3,0.1467454326152583,1.3704109441964722,0.18,0.518078864588395
1777020368.1989486,tb1,-0.4925483570463773,1.143026501479906,0.18,-0.38146799481052435
1777020368.2023923,tb2,1.1378014325703036,0.08473966519223824,0.16305006640341593,1.5
1777020368.2052362,tb3,0.14654953977781007,1.3628659369155316,0.18,0.4498074422969256
1777020368.2489123,tb1,-0.48933448145227076,1.135737541568589,0.18,-0.33043005709442486
1777020368.2520404,tb2,1.1344630558677224,0.0838046609696043,0.18,1.417162923001275
1777020368.2552135,tb3,0.14635253076532234,1.3554001622605072,0.18000000000000002,0.38273291842644835
1777020368.2988477,tb1,-0.4862235067522506,1.127572248407554,0.18,-0.2801858581630749
1777020368.3018084,tb2,1.1281305556179668,0.08150123207315446,0.18,1.2086241052064335
1777020368.3051248,tb3,0.14659520629821166,1.3469813230154364,0.18,0.31360144734202167
1777020368.3488615,tb1,-0.48331380625463066,1.1187093799617431,0.18,-0.2307858268821894
1777020368.352001,tb2,1.1213032830319343,0.078398748045181,0.18,1.0206358098525488
1777020368.3552392,tb3,0.14737687692407636,1.338297418005034,0.18,0.24423455325012342
1777020368.398845,tb1,-0.4807735653698097,1.110243900699389,0.18,-0.18234266494001186
1777020368.4019864,tb2,1.1125144195635488,0.0735796176506345,0.18,0.8492048021545447
1777020368.4052432,tb3,0.1483661970710133,1.3300407437819406,0.18,0.17382296685636972
1777020368.4488237,tb1,-0.47838531088188396,1.1014979469921629,0.18,-0.13507132567864025
1777020368.4518032,tb2,1.1065254515359613,0.06975293589504472,0.18,0.6884935323355379
1777020368.4550695,tb3,0.14971931864013435,1.3210728547719823,0.18,0.1065995996801553
1777020368.4988298,tb1,-0.47619572726296655,1.0926106584139337,0.18,-0.08926974151694864
1777020368.5019746,tb2,1.0986390410670814,0.06374212455100076,0.18,0.5384258274969699
1777020368.5051954,tb3,0.15136328404160312,1.3121116084714242,0.18,0.03858658267909669
1777020368.5489998,tb1,-0.47619572726296655,1.0926106584139337,0.18,-0.08926974151694864
1777020368.5524528,tb2,1.0929701840240644,0.05886893392826282,0.18000000000000002,0.3952352101896835
1777020368.555279,tb3,0.15319025849034784,1.303586535346303,0.18,-0.026385625580746263
1777020368.5988524,tb1,-0.47426405000554006,1.0838588276468457,0.18,-0.04554771114450946
1777020368.601811,tb2,1.0929701840240644,0.05886893392826282,0.18000000000000002,0.3952352101896835
1777020368.6051028,tb3,0.15548837692437378,1.2941968554847678,0.18,-0.09081626988730528
1777020368.6489058,tb1,-0.4724746929147136,1.0750303364145875,0.18,-0.029620738471167078
1777020368.6520457,tb2,1.0856906630329488,0.05144227800044379,0.18,0.2584755106533982
1777020368.6552637,tb3,0.1577207908890615,1.2859759625661782,0.18,-0.1221361596449413
1777020368.6989863,tb1,-0.47071793874374596,1.066190438310209,0.18,-0.025575226515829632
1777020368.701959,tb2,1.0813016525738366,0.046428989422391015,0.17999999999999997,0.1253675625627977
1777020368.705225,tb3,0.1577207908890615,1.2859759625661782,0.18,-0.1257784101463644
1777020368.7489398,tb1,-0.4689799376784648,1.0573605814559346,0.18,-0.022934939602203785
1777020368.7518563,tb2,1.0739239288970719,0.03654595953749667,0.18,-0.004256990906186339
1777020368.7551196,tb3,0.1600946898679134,1.2772525882168866,0.18,-0.12211816263691487
1777020368.798882,tb1,-0.4672555818885254,1.0485367220041948,0.18,-0.020663529378417134
1777020368.8018808,tb2,1.0702064897554604,0.03064098920744,0.18,-0.13134626786300868
1777020368.8051229,tb3,0.1624131529596235,1.2685188234600346,0.18,-0.11471643304936587
1777020368.848992,tb1,-0.46554326476291136,1.0397185653412844,0.18,-0.018633768541994195
1777020368.8519342,tb2,1.0659513792018376,0.023340627777924866,0.18000000000000002,-0.2572206118107479
1777020368.8552933,tb3,0.16467511438967833,1.2597791197283221,0.18,-0.10816279255892508
1777020368.8988798,tb1,-0.4638418456842127,1.0309061633104375,0.18,-0.016808462147795022
1777020368.9018586,tb2,1.0645795386041146,0.02120743365699559,0.18,-0.3834352035482705
1777020368.9051683,tb3,0.16688278622383254,1.2510359634177048,0.18,-0.09970678187915574
1777020368.9489682,tb1,-0.46196270522208854,1.0222331122168251,0.18,-0.015235143331137912
1777020368.9519901,tb2,1.063394310105498,0.01926480323331181,0.18,-0.5133031157434159
1777020368.9553158,tb3,0.16878407448594057,1.2423501667512853,0.18,-0.09076388067645144
1777020368.9989128,tb1,-0.45989001507929,1.013743947163725,0.18,-0.013784819439608608
1777020369.0020843,tb2,1.0623576659772112,0.015822973632413754,0.17999999999999997,-0.648827640054794
1777020369.005237,tb3,0.1703093061933872,1.2337827978419735,0.18,-0.08071811225033967
1777020369.0489435,tb1,-0.45782702072020554,1.0053056961390772,0.18,-0.012336348632219104
1777020369.0518534,tb2,1.0582394262200159,-0.00023291978377801135,0.18,-0.7935656759857167
1777020369.0552785,tb3,0.1718222724622314,1.2252665735916168,0.18,-0.07389559222480309
1777020369.0988853,tb1,-0.45581020498704283,0.9968635824069494,0.18,-0.01086661243670861
1777020369.1038754,tb2,1.0562479647245637,-0.009888464076216685,0.18,-0.9425051741748433
1777020369.1051195,tb3,0.17334284227948074,1.2167901768042613,0.18,-0.06508602694184872
1777020369.1520257,tb2,1.0562293256704194,-0.010172477192206012,-0.07554229961396897,-1.5
1777020369.1531212,tb1,-0.4541389956119141,0.9879818452322422,0.18,-0.00945510370627308
1777020369.1556935,tb3,0.1753315159290452,1.2079383631937082,0.18,-0.05892338976698019
1777020369.1989667,tb1,-0.4524744116247616,0.9791029861986114,0.18,1.3921354098676137
