timestamp,robot_id,v_cmd,w_cmd
1776850357.8045964,tb2,-0.0008496577045946851,1.5
1776850357.8064818,tb3,0.18,-0.1515023541752102
1776850357.8068345,tb1,0.060695354399037005,-1.5
1776850357.8545527,tb2,-0.0008508713263475906,1.5
1776850357.856503,tb3,0.17999999999999997,-0.1515269074281986
1776850357.8569553,tb1,0.060699306904201826,-1.5
1776850357.9045966,tb2,-0.0010424773413440233,1.5
1776850357.906482,tb3,0.18000000000000002,-0.15167373299173886
1776850357.9068563,tb1,0.060708283386320526,-1.5
1776850357.9547374,tb2,-0.000814182274179653,1.5
1776850357.9568765,tb1,0.060691257881785345,-1.5
1776850357.9567173,tb3,0.18,-0.15167606194147307
1776850358.0045893,tb2,-0.0010010226015280661,1.5
1776850358.0065439,tb3,0.18,-0.15150586473660907
1776850358.0068288,tb1,0.06069592580411124,-1.5
1776850358.054458,tb2,-0.0008533765454840749,1.5
1776850358.0564857,tb3,0.18000000000000002,-0.15138274096592724
1776850358.0568442,tb1,0.060707077855946076,-1.5000000000000002
1776850358.1043713,tb2,-0.001053250832785022,1.5
1776850358.1065652,tb3,0.18,-0.15173559987787677
1776850358.1068342,tb1,0.06069154188069158,-1.5000000000000002
1776850358.1544003,tb2,-0.0008172336469415988,1.5
1776850358.156611,tb3,0.18,-0.15173705540937388
1776850358.1567147,tb1,0.060695689419655544,-1.5
1776850358.2045534,tb2,-0.000996129990242907,1.5
1776850358.2065825,tb3,0.18,-0.15150554378456624
1776850358.2068353,tb1,0.060695299548098006,-1.5
1776850358.2544017,tb2,-0.0008330866501381069,1.5
1776850358.2564816,tb3,0.18,-0.15188872796404754
1776850358.256835,tb1,0.06070356668523172,-1.5
1776850358.304517,tb2,-0.0010409137671240907,1.5
1776850358.3065822,tb3,0.18000000000000002,-0.15169734285539857
1776850358.3068702,tb1,0.0606936882083946,-1.5000000000000002
1776850358.3545516,tb2,-0.0008150916649569614,1.5
1776850358.3563912,tb3,0.17999999999999997,-0.15180829395253842
1776850358.3568635,tb1,0.060679741951562366,-1.5
1776850358.4046595,tb2,-0.0010086830009334233,1.5
1776850358.4065301,tb3,0.18,-0.15147137114874593
1776850358.4066792,tb1,0.06068996051880564,-1.5
1776850358.4546287,tb2,-0.0008127720229361427,1.5
1776850358.4565468,tb3,0.18,-0.15200838249174906
1776850358.4568634,tb1,0.060709603981175884,-1.5000000000000002
1776850358.5046394,tb2,-0.001050054391734862,1.5
1776850358.506435,tb3,0.18,-0.1516683251230488
1776850358.5069118,tb1,0.06068876688355975,-1.5000000000000002
1776850358.5547245,tb2,-0.0008160715122075602,1.5
1776850358.5564482,tb3,0.18,-0.1518152928683576
1776850358.5569196,tb1,0.06069953223312683,-1.5
1776850358.6044664,tb2,-0.0009984901004165682,1.5
1776850358.606488,tb3,0.18,-0.15163047544060138
1776850358.6069477,tb1,0.06069804244806829,-1.5
1776850358.6545439,tb2,0.12095208615829882,1.5
1776850358.65644,tb3,0.18,-0.1520695806274732
1776850358.6568844,tb1,0.06070237726635801,-1.5000000000000002
1776850358.7044845,tb2,0.12060365529868457,1.5
1776850358.706492,tb3,0.18,-0.15174398344521936
1776850358.7068002,tb1,0.06068905674919942,-1.4999999999999998
1776850358.754607,tb2,0.12094566746984713,1.5
1776850358.7565331,tb3,0.18,-0.1518708563170744
1776850358.7569404,tb1,0.060701067447473445,-1.4999999999999998
1776850358.8046427,tb2,0.12407536003316019,1.5
1776850358.8065703,tb3,0.18,-0.15140152738471477
1776850358.8068569,tb1,0.060691448866332966,-1.5000000000000002
1776850358.8545504,tb2,0.1244039695394034,1.5
1776850358.856544,tb3,0.18000000000000002,-0.15221958031588284
1776850358.8568554,tb1,0.06069900926423575,-1.5
1776850358.9045641,tb2,0.12402929568619149,1.5
1776850358.9065924,tb3,0.18,-0.15185744246037539
1776850358.90686,tb1,0.060686737712903595,-1.5
1776850358.9546332,tb2,0.12441994934356677,1.5
1776850358.9566202,tb3,0.18,-0.15189341841095502
1776850358.9568655,tb1,0.06069847078753836,-1.5
1776850359.0045617,tb2,0.12406928100753195,1.4999999999999998
1776850359.0065484,tb3,0.18,-0.15132858603788438
1776850359.006911,tb1,0.06069563697597836,-1.5
1776850359.054619,tb2,0.12438278805570355,1.5
1776850359.0564706,tb3,0.18000000000000002,-0.15229868558438311
1776850359.0568945,tb1,0.06069400313901791,-1.5
1776850359.1044002,tb2,0.12401964857835514,1.5
1776850359.1065557,tb3,0.18,-0.15166044752351002
1776850359.1068366,tb1,0.06069815421979045,-1.5
1776850359.1546764,tb2,0.12439687948815467,1.5
1776850359.1564987,tb3,0.18000000000000002,-0.15195753240227197
1776850359.1568677,tb1,0.06069155702078489,-1.5000000000000002
1776850359.2046137,tb2,0.12403677985216886,1.5
1776850359.2064657,tb3,0.18,-0.1514091114453298
1776850359.2069006,tb1,0.06069538889944309,-1.5000000000000002
1776850359.254635,tb2,0.12440360254149074,1.5
1776850359.2565937,tb3,0.18,-0.15236750422513984
1776850359.2568643,tb1,0.0607007221578874,-1.5
1776850359.3045933,tb2,0.12403841446298357,1.5
1776850359.306574,tb3,0.18,-0.15179842032629845
1776850359.3068862,tb1,0.06070750047163797,-1.5
1776850359.3544695,tb2,0.12438138270353373,1.5
1776850359.356496,tb3,0.18,-0.1518923461836018
1776850359.356892,tb1,0.060687587169880444,-1.5
1776850359.4044936,tb2,0.12403784909548944,1.5
1776850359.4066105,tb3,0.18000000000000002,-0.1514285905524469
1776850359.40699,tb1,0.060700817196978056,-1.4999999999999998
1776850359.4546616,tb2,0.12435868188423396,1.5
1776850359.4567115,tb3,0.18,-0.152374150485383
1776850359.456874,tb1,0.06070116592295663,-1.5
1776850359.5046244,tb2,0.12406599814639196,1.5
1776850359.5063543,tb3,0.18,-0.15180672533024958
1776850359.5068662,tb1,0.06069883972338123,-1.5
1776850359.5546424,tb2,0.12443441687447211,1.5
1776850359.5565753,tb3,0.18,-0.15197879211733814
1776850359.5567112,tb1,0.06070965883245328,-1.5
1776850359.6046517,tb2,0.12404144992697602,1.5
1776850359.606562,tb3,0.17999999999999997,-0.15149713624542127
1776850359.6066709,tb1,0.060695839754338995,-1.5
1776850359.654498,tb2,0.12438870301741192,1.5000000000000002
1776850359.6565192,tb3,0.17999999999999997,-0.15228574561379463
1776850359.6568797,tb1,0.06070111514503369,-1.5
1776850359.7046165,tb2,0.12404772483147787,1.5
1776850359.7065556,tb3,0.17999999999999997,-0.15161130758767613
1776850359.7068155,tb1,0.06070396980170413,-1.5
1776850359.7546248,tb2,0.12442279647850421,1.5
1776850359.7565522,tb3,0.18,-0.15187623149167823
1776850359.7568533,tb1,0.060700969628629066,-1.5
1776850359.8046641,tb2,0.12401456502743283,1.5
1776850359.8066168,tb3,0.18,-0.15128652281894944
1776850359.8067646,tb1,0.06070710921980673,-1.5000000000000002
1776850359.8549623,tb2,0.12440140148371889,1.5
1776850359.8566804,tb3,0.18,-0.15221650168301784
1776850359.8569226,tb1,0.060688126088976974,-1.5
1776850359.9046676,tb2,0.12407067509396223,1.5
1776850359.906431,tb3,0.18,-0.15171842566925728
1776850359.9068582,tb1,0.06070266364367267,-1.5
1776850359.9545064,tb2,0.12440001853037047,1.5
1776850359.9564984,tb3,0.18000000000000002,-0.1520047033277777
1776850359.9568427,tb1,0.060701279787434594,-1.5
1776850360.0045028,tb2,0.12401819020857491,1.5
1776850360.0064652,tb3,0.18,-0.15149110167870053
1776850360.0068665,tb1,0.060707113372628206,-1.5000000000000002
1776850360.0544946,tb2,0.12438812414883141,1.5
1776850360.0564976,tb3,0.18,-0.15213918486690317
1776850360.0568063,tb1,0.06069704520169438,-1.5
1776850360.1046474,tb2,0.1242521154737139,1.5
1776850360.106466,tb3,0.18,-0.15173755600359654
1776850360.1068738,tb1,0.06069571901556428,-1.5000000000000002
1776850360.1544895,tb2,0.12439362325621357,1.5
1776850360.1566732,tb3,0.18,-0.15197866029691623
1776850360.156862,tb1,0.06070609888004254,-1.5
1776850360.204507,tb2,0.12403012649594597,1.5
1776850360.2067091,tb3,0.17999999999999997,-0.15140320877879238
1776850360.2068684,tb1,0.06069817112763376,-1.5
1776850360.254502,tb2,0.1244023387407884,1.5
1776850360.2568514,tb1,0.060709039541150804,-1.4999999999999998
1776850360.2567887,tb3,0.18,-0.15179435641484446
1776850360.3046155,tb2,0.1240706599183308,1.5
1776850360.3063753,tb3,0.18,-0.1517741860218666
1776850360.3067536,tb1,0.060694410021965954,-1.5
1776850360.3544278,tb2,0.12441541719508732,1.5
1776850360.3566124,tb3,0.18000000000000002,-0.1520154786196593
1776850360.3568304,tb1,0.060693727255461516,-1.5
1776850360.4045038,tb2,0.1239952480930077,1.5
1776850360.4065354,tb3,0.17999999999999997,-0.1515189436674066
1776850360.4068646,tb1,0.06070630947824254,-1.5
1776850360.4546053,tb2,0.12437717091698203,1.5
1776850360.4567244,tb3,0.18000000000000002,-0.15166067401569133
1776850360.4568655,tb1,0.060697846394650604,-1.4999999999999998
1776850360.5044966,tb2,0.12410610184565454,1.5
1776850360.5066607,tb3,0.18,-0.1517806949200407
1776850360.5068853,tb1,0.06070111524899646,-1.5
1776850360.554704,tb2,0.12440706335183081,1.5
1776850360.5565808,tb3,0.18,-0.15210623446073895
1776850360.556801,tb1,0.06069214327103212,-1.5
1776850360.604599,tb2,0.12399057672952297,1.5
